-0.62362146	1.0328931	-1.02501	-1.1973848	-0.23060207	-1.2239038	-1.0367773	0.381515	-0.851542	0.6586694	0.20155786	2.0138278	0.6657852	-1.3849719	0.59967417	0.3423745	0.12883899	-0.6414599	1.1504736	1.4700761	-1.1620926	2.5003812	-1.0550442	0.48053607	-1.0867765	-0.96477807	-0.4306915	-0.9625382	1.1733819	0.5951766	0.47920102	-0.049995553
-0.62362146	1.0328931	-1.02501	-1.1973848	-0.23060207	-1.2239038	-1.0367773	0.381515	-0.851542	0.6586694	0.20155786	2.0138278	0.6657852	-1.3849719	0.59967417	0.3423745	0.12883899	-0.6414599	1.1504736	1.4700761	-1.1620926	2.5003812	-1.0550442	0.48053607	-1.0867765	-0.96477807	-0.4306915	-0.9625382	1.1733819	0.5951766	0.47920102	-0.049995553
-0.6476819	1.0232717	-0.99910486	-1.2287891	-0.20414871	-1.2253718	-1.0442777	0.32735085	-0.8722969	0.6107787	0.19286284	2.0205624	0.7441851	-1.4280183	0.6526282	0.44558886	0.1856692	-0.55320126	1.09663	1.5249504	-1.1733965	2.465667	-1.0690624	0.46941897	-1.0912974	-0.97670346	-0.43861157	-0.97083807	1.0317137	0.66115284	0.45837504	-0.043455113
-0.65586746	1.00364	-0.9992855	-1.2226902	-0.19407107	-1.229437	-1.012241	0.3568607	-0.8650886	0.5447343	0.17784323	1.994663	0.7513446	-1.4479684	0.6701827	0.3417287	0.23951049	-0.51369756	1.0887904	1.5188098	-1.1855885	2.4945111	-1.0576344	0.5391285	-1.0946126	-0.98139846	-0.54233384	-0.9649721	1.0198022	0.65678495	0.5003081	0.0066287196
-0.6473905	1.022758	-0.9982197	-1.2247512	-0.1980594	-1.2182487	-1.022027	0.35036907	-0.868129	0.59713656	0.22162081	2.023106	0.73400754	-1.4304996	0.6241506	0.36488634	0.20174374	-0.5528955	1.0772767	1.5334387	-1.1843354	2.4686005	-1.0763056	0.50885254	-1.0956402	-0.9852661	-0.4850394	-0.9557097	1.0162003	0.69284374	0.49559	-0.049444538
-0.6397504	1.0620863	-1.0053501	-1.2178499	-0.21590576	-1.221416	-1.0138671	0.36036244	-0.85466325	0.60775036	0.19901499	2.0375671	0.69570965	-1.4200809	0.6414067	0.3958901	0.1835454	-0.5916514	1.1135529	1.5415701	-1.1921078	2.438471	-1.102565	0.47831225	-1.0897758	-0.98196375	-0.4445954	-0.95484525	1.0165895	0.646174	0.49870494	-0.02638933
-0.6348836	1.0120056	-1.0127659	-1.2175057	-0.194585	-1.2455449	-1.017544	0.37508175	-0.8543116	0.60053664	0.21529107	2.051216	0.7294596	-1.4236865	0.6359207	0.3506153	0.12536873	-0.5768936	1.1280094	1.5273739	-1.1609926	2.4476163	-1.0791286	0.4751764	-1.0961502	-0.98024255	-0.42579797	-0.94366413	1.0661461	0.7186995	0.4060064	-0.055906117
-0.64702165	1.0144212	-1.0091164	-1.2217278	-0.20944318	-1.2329372	-1.0157171	0.32519475	-0.8736791	0.6167907	0.20476045	2.0017364	0.7405253	-1.4431294	0.6441604	0.3429842	0.16789077	-0.53638345	1.0808427	1.5218428	-1.176684	2.4871407	-1.0554982	0.52108157	-1.095095	-0.9711012	-0.49336752	-0.9579691	1.0565622	0.6884392	0.45579705	0.008185262
-0.6478306	1.0035006	-1.0010631	-1.2268575	-0.20414796	-1.2130811	-1.012308	0.34577966	-0.86470056	0.5753242	0.21745056	2.0250266	0.729667	-1.4323889	0.6297812	0.34674773	0.20856646	-0.54289746	1.0875854	1.5287192	-1.190939	2.4786017	-1.0856628	0.53563905	-1.0941863	-0.9840729	-0.48907286	-0.9584442	1.0028443	0.7005246	0.49633938	-0.024532696
-0.6361447	1.0387596	-1.0151311	-1.2206835	-0.18248494	-1.2308428	-1.0330744	0.31927672	-0.8650012	0.65307146	0.22467843	2.0069702	0.71028954	-1.4169708	0.6535222	0.3581564	0.1350255	-0.5522244	1.0953941	1.5168672	-1.172209	2.4834702	-1.0734327	0.50143987	-1.0928938	-0.9789712	-0.4878004	-0.9478622	1.0267116	0.71024626	0.45686626	-0.045274664
