Node_num	Node_id	Node_type	Node_label
996	D01451	drug	0
997	D01452	drug	0
998	D01453	drug	0
999	D01454	drug	0
1000	D01455	drug	0
1001	D01460	drug	0
1002	D01462	drug	0
1003	D01463	drug	0
1004	D01464	drug	0
1005	D01467	drug	0
1006	D01468	drug	0
1007	D01469	drug	0
1008	D01471	drug	0
1009	D01472	drug	0
1010	D01473	drug	0
1011	D01475	drug	0
1012	D01476	drug	0
1013	D01477	drug	0
1014	D01478	drug	0
1015	D01480	drug	0
1016	D01481	drug	0
1017	D01482	drug	0
1018	D01485	drug	0
1019	D01486	drug	0
1020	D01489	drug	0
1021	D01491	drug	0
1022	D01492	drug	0
1023	D01499	drug	0
1024	D01500	drug	0
1025	D01501	drug	0
1026	D01504	drug	0
1027	D01505	drug	0
1028	D01510	drug	0
1029	D01511	drug	0
1030	D01512	drug	0
1031	D01513	drug	0
1032	D01514	drug	0
1033	D01516	drug	0
1034	D01517	drug	0
1035	D01518	drug	0
1036	D01519	drug	0
1037	D01520	drug	0
1038	D01521	drug	0
1039	D01522	drug	0
1040	D01523	drug	0
1041	D01526	drug	0
1042	D01527	drug	0
1043	D01528	drug	0
1044	D01531	drug	0
1045	D01532	drug	0
1046	D01533	drug	0
1047	D01534	drug	0
1048	D01537	drug	0
1049	D01538	drug	0
1050	D01545	drug	0
1051	D01546	drug	0
1052	D01547	drug	0
1053	D01548	drug	0
1054	D01549	drug	0
1055	D01550	drug	0
1056	D01551	drug	0
1057	D01553	drug	0
1058	D01554	drug	0
1059	D01557	drug	0
1060	D01560	drug	0
1061	D01562	drug	0
1062	D01564	drug	0
1063	D01565	drug	0
1064	D01568	drug	0
1065	D01571	drug	0
1066	D01572	drug	0
1067	D01573	drug	0
1068	D01578	drug	0
1069	D01580	drug	0
1070	D01581	drug	0
1071	D01582	drug	0
1072	D01583	drug	0
1073	D01589	drug	0
1074	D01592	drug	0
1075	D01593	drug	0
1076	D01596	drug	0
1077	D01599	drug	0
1078	D01600	drug	0
1079	D01601	drug	0
1080	D01602	drug	0
1081	D01603	drug	0
1082	D01604	drug	0
1083	D01605	drug	0
1084	D01613	drug	0
1085	D01614	drug	0
1086	D01615	drug	0
1087	D01616	drug	0
1088	D01617	drug	0
1089	D01618	drug	0
1090	D01619	drug	0
1091	D01620	drug	0
1092	D01621	drug	0
1093	D01624	drug	0
1094	D01627	drug	0
1095	D01628	drug	0
1096	D01629	drug	0
1097	D01630	drug	0
1098	D01631	drug	0
1099	D01632	drug	0
1100	D01634	drug	0
1101	D01635	drug	0
1102	D01636	drug	0
1103	D01637	drug	0
1104	D01639	drug	0
1105	D01641	drug	0
1106	D01648	drug	0
1107	D01649	drug	0
1108	D01652	drug	0
1109	D01653	drug	0
1110	D01654	drug	0
1111	D01655	drug	0
1112	D01657	drug	0
1113	D01662	drug	0
1114	D01664	drug	0
1115	D01665	drug	0
1116	D01666	drug	0
1117	D01667	drug	0
1118	D01668	drug	0
1119	D01672	drug	0
1120	D01674	drug	0
1121	D01675	drug	0
1122	D01680	drug	0
1123	D01681	drug	0
1124	D01682	drug	0
1125	D01683	drug	0
1126	D01684	drug	0
1127	D01685	drug	0
1128	D01686	drug	0
1129	D01687	drug	0
1130	D01688	drug	0
1131	D01689	drug	0
1132	D01690	drug	0
1133	D01691	drug	0
1134	D01692	drug	0
1135	D01696	drug	0
1136	D01697	drug	0
1137	D01698	drug	0
1138	D01699	drug	0
1139	D01701	drug	0
1140	D01703	drug	0
1141	D01704	drug	0
1142	D01705	drug	0
1143	D01708	drug	0
1144	D01709	drug	0
1145	D01710	drug	0
1146	D01712	drug	0
1147	D01713	drug	0
1148	D01715	drug	0
1149	D01716	drug	0
1150	D01717	drug	0
1151	D01718	drug	0
1152	D01720	drug	0
1153	D01734	drug	0
1154	D01736	drug	0
1155	D01737	drug	0
1156	D01739	drug	0
1157	D01740	drug	0
1158	D01741	drug	0
1159	D01742	drug	0
1160	D01743	drug	0
1161	D01744	drug	0
1162	D01745	drug	0
1163	D01747	drug	0
1164	D01748	drug	0
1165	D01753	drug	0
1166	D01758	drug	0
1167	D01764	drug	0
1168	D01765	drug	0
1169	D01767	drug	0
1170	D01768	drug	0
1171	D01769	drug	0
1172	D01771	drug	0
1173	D01773	drug	0
1174	D01775	drug	0
1175	D01782	drug	0
1176	D01783	drug	0
1177	D01784	drug	0
1178	D01785	drug	0
1179	D01786	drug	0
1180	D01788	drug	0
1181	D01794	drug	0
1182	D01795	drug	0
1183	D01799	drug	0
1184	D01801	drug	0
1185	D01805	drug	0
1186	D01806	drug	0
1187	D01810	drug	0
1188	D01811	drug	0
1189	D01815	drug	0
1190	D01818	drug	0
1191	D01819	drug	0
1192	D01820	drug	0
1193	D01821	drug	0
1194	D01822	drug	0
1195	D01823	drug	0
1196	D01825	drug	0
1197	D01826	drug	0
1198	D01830	drug	0
1199	D01831	drug	0
1200	D01835	drug	0
1201	D01836	drug	0
1202	D01838	drug	0
1203	D01839	drug	0
1204	D01840	drug	0
1205	D01841	drug	0
1206	D01842	drug	0
1207	D01844	drug	0
1208	D01846	drug	0
1209	D01847	drug	0
1210	D01849	drug	0
1211	D01853	drug	0
1212	D01854	drug	0
1213	D01855	drug	0
1214	D01856	drug	0
1215	D01858	drug	0
1216	D01860	drug	0
1217	D01861	drug	0
1218	D01862	drug	0
1219	D01863	drug	0
1220	D01866	drug	0
1221	D01868	drug	0
1222	D01869	drug	0
1223	D01871	drug	0
1224	D01875	drug	0
1225	D01877	drug	0
1226	D01879	drug	0
1227	D01881	drug	0
1228	D01885	drug	0
1229	D01886	drug	0
1230	D01887	drug	0
1231	D01888	drug	0
1232	D01889	drug	0
1233	D01891	drug	0
1234	D01895	drug	0
1235	D01896	drug	0
1236	D01897	drug	0
1237	D01898	drug	0
1238	D01899	drug	0
1239	D01900	drug	0
1240	D01902	drug	0
1241	D01903	drug	0
1242	D01904	drug	0
